Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"CRCAM LANGUED CCI";FR0010461053;CRLA;"Euronext Paris";EUR;48.11;48.11;47.50;48.00;"26/08/2024 17:00";CET;761;36559.02;48.00;26/08/2024
"CRCAM LOIRE HTE L.";FR0000045239;CRLO;"Euronext Paris";EUR;54.50;55.00;54.49;55.00;"26/08/2024 17:16";CET;167;9133.59;55.00;26/08/2024
"CRCAM MORBIHAN CCI";FR0000045551;CMO;"Euronext Paris";EUR;65.48;65.50;64.60;65.10;"26/08/2024 14:04";CET;546;35653.85;65.10;26/08/2024
"CRCAM NORD CCI";FR0000185514;CNDF;"Euronext Paris";EUR;12.63;12.678;12.55;12.64;"26/08/2024 17:35";CET;3356;42402.32;12.64;26/08/2024
"CRCAM NORM.SEINE";FR0000044364;CCN;"Euronext Paris";EUR;74.00;74.49;74.00;74.49;"26/08/2024 14:44";CET;98;7283.91;74.49;26/08/2024
"CRCAM PARIS ET IDF";FR0000045528;CAF;"Euronext Paris";EUR;61.49;61.49;60.03;60.99;"26/08/2024 17:29";CET;4287;'261710.63;60.99;26/08/2024
"CRCAM SUD R.A.CCI";FR0000045346;CRSU;"Euronext Paris";EUR;113.00;113.78;112.64;113.28;"26/08/2024 17:17";CET;486;54959.22;113.28;26/08/2024
"CRCAM TOURAINE CCI";FR0000045304;CRTO;"Euronext Paris";EUR;68.50;69.00;65.60;67.49;"26/08/2024 14:13";CET;286;19305.62;67.49;26/08/2024
"CREACTIVES GROUP";IT0005408593;CREG;"Euronext Growth Milan";EUR;2.70;2.70;2.70;2.70;"21/06/2024 17:35";CET;9000;24300.00;2.70;26/08/2024
CREDEM;IT0003121677;CE;"Euronext Milan";EUR;9.95;10.02;9.93;9.95;"26/08/2024 17:35";CET;42420;'423033.58;9.95;26/08/2024
CREDIMO;BE0015460372;-;"Euronext Expert Market";EUR;67.00;67.00;67.00;67.00;"27/10/2015 11:30";CET;3;201.00;67.00;26/08/2024
"CREDIMO HOLDING";BE0162868054;-;"Euronext Expert Market";EUR;32.84;32.84;32.84;32.84;"24/11/2015 11:30";CET;4239;'139208.76;32.80;26/08/2024
"CREDIT AGRICOLE";FR0000045072;2ACA;"Trading After Hours";EUR;14.28;14.28;14.28;14.28;"29/07/2024 20:17";CET;4;57.12;14.055;31/07/2024
"CREDIT AGRICOLE";FR0000045072;ACA;"Euronext Paris";EUR;13.725;13.75;13.645;13.695;"26/08/2024 17:35";CET;1875947;'25693291.28;13.695;26/08/2024
"CREDIT AGRICOLE";FR0000045072;4ACA;EuroTLX;EUR;13.225;13.29;13.225;13.29;"'07/08/2024 16:03";CET;1003;13329.68;13.70;26/08/2024
"CREDIT AGRICOLE";FR0000045072;1ACA;"Euronext Global Equity Market";EUR;13.67;13.71;13.67;13.71;"26/08/2024 14:42";CET;359;4912.81;13.70;26/08/2024
CRESCENT;BE0003836534;OPTI;"Euronext Brussels";EUR;'0.0114;'0.013;'0.0114;'0.013;"26/08/2024 17:26";CET;1060586;12764.24;'0.013;26/08/2024
"CRH PLC 5PCCumPref";IE0001827264;DD8A;"Euronext Growth Dublin";EUR;-;-;-;1.00;"'09/10/2014 03:30";IST;-;-;'0.88;26/08/2024
CROSSJECT;FR0011716265;ALCJ;"Euronext Growth Paris";EUR;2.33;2.345;2.17;2.22;"26/08/2024 17:35";CET;76787;'173707.11;2.22;26/08/2024
CROSSWOOD;FR0000050395;CROS;"Euronext Paris";EUR;7.75;7.75;7.75;7.75;"22/08/2024 16:30";CET;4;31.00;7.75;26/08/2024
CROWDFUNDME;IT0005353575;CFM;"Euronext Growth Milan";EUR;1.95;1.99;1.95;1.99;"21/08/2024 13:13";CET;600;1182.00;1.99;26/08/2024
"CS BRUX";BE0010566900;-;"Euronext Expert Market";EUR;60.40;60.40;60.40;60.40;"'01/09/2015 11:30";CET;272;16428.80;60.50;26/08/2024
"CSP INT IND CALZE";IT0001127874;CSP;"Euronext Milan";EUR;'0.324;'0.324;'0.324;'0.324;"26/08/2024 17:29";CET;3511;1137.56;'0.324;26/08/2024
CTAC;NL0000345577;CTAC;"Euronext Amsterdam";EUR;3.06;3.06;3.06;3.06;"26/08/2024 09:47";CET;1015;3105.90;3.06;26/08/2024
CTP;NL00150006R6;2CTPNV;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
CTP;NL00150006R6;CTPNV;"Euronext Amsterdam";EUR;17.16;17.56;17.16;17.56;"26/08/2024 17:37";CET;43297;'754838.54;17.56;26/08/2024
"CTT CORREIOS PORT";PTCTT0AM0001;2CTT;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"CTT CORREIOS PORT";PTCTT0AM0001;CTT;"Euronext Lisbon";EUR;4.31;4.395;4.30;4.375;"26/08/2024 21:35";BST;150255;'654696.40;4.375;26/08/2024
"CUBE LABS";IT0005532483;CUBE;"Euronext Growth Milan";EUR;2.20;2.20;2.20;2.20;"'08/07/2024 17:35";CET;5000;11000.00;2.20;26/08/2024
"CULTI MILANO";IT0005257347;CULT;"Euronext Growth Milan";EUR;12.75;12.75;12.75;12.75;"22/08/2024 09:13";CET;125;1593.75;12.75;26/08/2024
CUMULEX;BE0003463685;CLEX;"Euronext Brussels";EUR;1.35;1.35;1.35;1.35;"16/07/2024 11:30";CET;50;67.50;1.35;26/08/2024
"CUMULEX (ben/win)";BE0010026350;-;"Euronext Expert Market";EUR;10.00;10.00;10.00;10.00;"17/07/2018 11:30";CET;14;140.00;10.00;26/08/2024
CUREVAC;NL0015436031;2CVAC;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
CUREVAC;NL0015436031;4CVAC;EuroTLX;EUR;3.40;3.40;3.40;3.40;"24/07/2024 16:54";CET;25;85.00;2.93;26/08/2024
CUREVAC;NL0015436031;1CVAC;"Euronext Global Equity Market";EUR;2.966;2.966;2.966;2.966;"26/08/2024 11:33";CET;11850;35147.10;2.922;26/08/2024
"CVC CAPITAL";JE00BRX98089;CVC;"Euronext Amsterdam";EUR;18.755;18.875;18.715;18.715;"26/08/2024 17:35";CET;43912;'822394.93;18.715;26/08/2024
"CVS HEALTH";US1266501006;1CVS;"Euronext Global Equity Market";EUR;51.80;52.33;51.80;52.33;"23/08/2024 11:15";CET;76;3956.94;52.86;26/08/2024
"CVS HEALTH";US1266501006;2CVS;"Trading After Hours";EUR;56.38;56.38;56.38;56.38;"14/06/2024 18:00";CET;2;112.76;57.27;31/07/2024
"CVS HEALTH";US1266501006;4CVS;EuroTLX;EUR;53.13;53.13;53.13;53.13;"'06/08/2024 10:25";CET;10;531.30;52.85;26/08/2024
CY4GATE;IT0005412504;CY4;"Euronext Milan";EUR;5.93;6.03;5.93;6.02;"26/08/2024 17:35";CET;4239;25447.33;6.02;26/08/2024
CYBERGUN;FR0014004QR6;ALCYB;"Euronext Growth Paris";EUR;'0.0001;'0.0002;'0.0001;'0.0001;"26/08/2024 17:19";CET;4000928;671.52;'0.0001;26/08/2024
"CYBERGUN BSA K1";FR0013507977;CYBK1;"Euronext Growth Paris";EUR;'0.0005;'0.0005;'0.0005;'0.0005;"19/04/2024 11:37";CET;11;'0.01;'0.0005;26/08/2024
"CYBERGUN BSA K2A";FR0013507985;CYBKA;"Euronext Growth Paris";EUR;'0.001;'0.001;'0.001;'0.001;"12/06/2024 14:22";CET;10565;10.56;'0.001;26/08/2024
"CYBERGUN BSA K2B";FR0013508009;CYBKB;"Euronext Growth Paris";EUR;'0.0005;'0.0005;'0.0005;'0.0005;"'09/11/2023 09:00";CET;577209;288.61;'0.0005;26/08/2024
CYBEROO;IT0005546103;CYB;"Euronext Growth Milan";EUR;3.15;3.28;3.09;3.25;"26/08/2024 17:35";CET;11148;35190.52;3.25;26/08/2024
CYVIZ;NO0010015175;CYVIZ;"Euronext Growth Oslo";NOK;30.60;31.50;30.60;31.50;"26/08/2024 15:58";CET;415;12802.50;31.50;26/08/2024
D'AMICO;LU2592315662;DIS;"Euronext Milan";EUR;6.32;6.32;6.17;6.29;"26/08/2024 17:35";CET;167699;'1045098.67;6.29;26/08/2024
"D'IETEREN GROUP";BE0974259880;2DIE;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"D'IETEREN GROUP";BE0974259880;DIE;"Euronext Brussels";EUR;213.80;214.40;212.00;214.40;"26/08/2024 17:35";CET;8916;'1906384.60;214.40;26/08/2024
D.L.S.I.;FR0010404368;ALDLS;"Euronext Growth Paris";EUR;13.60;13.90;13.60;13.70;"26/08/2024 17:29";CET;1965;27065.50;13.70;26/08/2024
"DAIMLER TRUCK HD";DE000DTR0CK8;1DTRH;"Euronext Global Equity Market";EUR;33.95;33.95;33.95;33.95;"20/08/2024 09:19";CET;70;2376.50;34.40;26/08/2024
"DAIMLER TRUCK HD";DE000DTR0CK8;2DTRH;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"DALATA HOTEL GP.";IE00BJMZDW83;DHG;"Euronext Dublin";EUR;4.44;4.44;4.355;4.395;"26/08/2024 21:02";IST;55995;'245829.33;4.395;26/08/2024
DAMARIS;FR0000077885;MLDAM;"Euronext Access Paris";EUR;8.60;8.60;8.60;8.60;"24/07/2024 11:30";CET;25;215.00;8.60;26/08/2024
DAMARTEX;FR0000185423;ALDAR;"Euronext Growth Paris";EUR;3.15;3.15;3.15;3.15;"26/08/2024 09:00";CET;1;3.15;3.15;26/08/2024
DANAHER;US2358511028;1DHR;"Euronext Global Equity Market";EUR;254.10;254.10;253.50;253.50;"31/07/2024 15:52";CET;170;43185.50;240.25;26/08/2024
DANAHER;US2358511028;2DHR;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
DANAHER;US2358511028;4DHR;EuroTLX;EUR;252.50;252.50;252.50;252.50;"30/07/2024 14:55";CET;2;505.00;240.10;26/08/2024
"DANIELI & C";IT0000076502;DAN;"Euronext Milan";EUR;33.35;33.40;32.80;32.85;"26/08/2024 17:35";CET;19241;'633492.65;32.85;26/08/2024
"DANIELI & C RISP";IT0000076486;DANR;"Euronext Milan";EUR;25.00;25.00;24.65;24.65;"26/08/2024 17:35";CET;18213;'450301.40;24.65;26/08/2024
DANONE;FR0000120644;2BN;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
DANONE;FR0000120644;BN;"Euronext Paris";EUR;60.74;61.24;60.74;61.24;"26/08/2024 17:35";CET;598558;'36583726.16;61.24;26/08/2024
DANONE;FR0000120644;4BN;EuroTLX;EUR;60.58;60.58;60.58;60.58;"20/08/2024 10:55";CET;15;908.70;61.06;26/08/2024
"DASSAULT AVIATION";FR0014004L86;2AM;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"DASSAULT AVIATION";FR0014004L86;AM;"Euronext Paris";EUR;187.70;188.60;185.90;187.80;"26/08/2024 17:35";CET;20718;'3884528.40;187.80;26/08/2024
"DASSAULT SYSTEMES";FR0014003TT8;4DSY;EuroTLX;EUR;34.50;34.50;34.50;34.50;"12/07/2024 17:20";CET;117;4036.50;34.20;26/08/2024
"DASSAULT SYSTEMES";FR0014003TT8;DSY;"Euronext Paris";EUR;34.20;34.36;34.08;34.20;"26/08/2024 17:35";CET;426077;'14581703.38;34.20;26/08/2024
"DASSAULT SYSTEMES";FR0014003TT8;2DSY;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"DATALEX PLC";IE0000527006;DLE;"Euronext Growth Dublin";EUR;'0.35;'0.374;'0.348;'0.374;"26/08/2024 21:00";IST;83806;29537.97;'0.374;26/08/2024
DATALOGIC;IT0004053440;DAL;"Euronext Milan";EUR;6.61;6.72;6.51;6.63;"26/08/2024 17:35";CET;85662;'567444.90;6.63;26/08/2024
DATRIX;IT0005468357;DATA;"Euronext Growth Milan";EUR;1.42;1.42;1.42;1.42;"26/08/2024 17:29";CET;500;710.00;1.42;26/08/2024
"DBA GROUP";IT0005285942;DBA;"Euronext Growth Milan";EUR;3.11;3.16;3.05;3.07;"26/08/2024 17:35";CET;16500;50874.00;3.07;26/08/2024
DBT;FR001400LO86;ALDBT;"Euronext Growth Paris";EUR;'0.718;'0.718;'0.665;'0.687;"26/08/2024 17:35";CET;44177;29965.60;'0.687;26/08/2024
"DBV TECHNOLOGIES";FR0010417345;DBV;"Euronext Paris";EUR;'0.845;'0.845;'0.84;'0.841;"26/08/2024 17:35";CET;5956;5023.90;'0.841;26/08/2024
DE'LONGHI;IT0003115950;DLG;"Euronext Milan";EUR;28.24;28.38;27.90;28.22;"26/08/2024 17:35";CET;53508;'1507727.96;28.22;26/08/2024
DECEUNINCK;BE0003789063;DECB;"Euronext Brussels";EUR;2.35;2.49;2.33;2.33;"26/08/2024 17:35";CET;205112;'489128.22;2.33;26/08/2024
"DEEP VALUE DRILLER";NO0010955917;DVD;"Euronext Growth Oslo";NOK;23.85;23.85;22.65;22.95;"26/08/2024 17:33";CET;1793573;'39501108.20;22.95;26/08/2024
"DEERE & CO";US2441991054;1DE;"Euronext Global Equity Market";EUR;337.75;337.75;337.75;337.75;"20/08/2024 13:41";CET;2;675.50;342.40;26/08/2024
"DEERE & CO";US2441991054;4DE;EuroTLX;EUR;335.55;335.55;335.55;335.55;"20/08/2024 16:28";CET;5;1677.75;342.15;26/08/2024
DEERE&CO;US2441991054;2DE;"Trading After Hours";EUR;344.60;344.60;344.60;344.60;"12/06/2024 18:31";CET;5;1723.00;346.15;31/07/2024
DEEZER;FR001400AYG6;DEEZR;"Euronext Paris";EUR;1.815;1.815;1.80;1.80;"26/08/2024 16:14";CET;25189;45341.80;1.80;26/08/2024
"DEEZER WARRANTS";FR0014004JF6;DEEZW;"Euronext Paris";EUR;'0.0005;'0.0005;'0.0005;'0.0005;"22/05/2024 15:04";CET;5000;2.50;'0.0005;26/08/2024
"DEFENCE TECH HOLD";IT0005461329;DTH;"Euronext Growth Milan";EUR;3.49;3.49;3.47;3.47;"26/08/2024 17:28";CET;2351;8193.72;3.47;26/08/2024
DEKUPLE;FR0000062978;DKUPL;"Euronext Paris";EUR;35.20;35.30;35.20;35.20;"26/08/2024 16:57";CET;153;5392.90;35.20;26/08/2024
DELFINGEN;FR0000054132;ALDEL;"Euronext Growth Paris";EUR;29.40;29.50;29.00;29.30;"26/08/2024 17:18";CET;306;8973.30;29.30;26/08/2024
"DELIVERY HERO";DE000A2E4K43;4DHER;EuroTLX;EUR;28.94;28.94;28.94;28.94;"23/04/2024 17:00";CET;100;2894.00;24.79;26/08/2024
"DELIVERY HERO";DE000A2E4K43;2DHER;"Trading After Hours";EUR;22.99;22.99;22.99;22.99;"'06/03/2024 19:29";CET;7;160.93;20.71;31/07/2024
"DELIVERY HERO";DE000A2E4K43;1DHER;"Euronext Global Equity Market";EUR;24.54;24.54;24.54;24.54;"26/08/2024 13:36";CET;8;196.32;24.79;26/08/2024
"DELTA PLUS GROUP";FR0013283108;ALDLT;"Euronext Growth Paris";EUR;71.40;71.60;71.40;71.60;"26/08/2024 17:25";CET;89;6362.40;71.60;26/08/2024
"DEME GROUP";BE0974413453;DEME;"Euronext Brussels";EUR;164.80;165.00;162.00;163.40;"26/08/2024 17:35";CET;5490;'896911.00;163.40;26/08/2024
"DENTSPLY SIRONA";US24906P1093;1XRAY;"Euronext Global Equity Market";EUR;26.53;26.53;26.53;26.53;"11/06/2024 10:15";CET;140;3714.20;22.92;26/08/2024
"DENTSPLY SIRONA";US24906P1093;2XRAY;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"DENTSPLY SIRONA";US24906P1093;4XRAY;EuroTLX;EUR;22.41;22.41;22.41;22.41;"20/08/2024 16:39";CET;40;896.40;22.89;26/08/2024
DEODATO.GALLERY;IT0005528937;ART;"Euronext Growth Milan";EUR;'0.376;'0.376;'0.376;'0.376;"22/08/2024 13:42";CET;12000;4512.00;'0.376;26/08/2024
DERICHEBOURG;FR0000053381;2DBG;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
DERICHEBOURG;FR0000053381;DBG;"Euronext Paris";EUR;5.06;5.07;5.01;5.03;"26/08/2024 17:35";CET;66862;'336826.94;5.03;26/08/2024
"DESERT CONTROL";NO0010963275;DSRT;"Euronext Growth Oslo";NOK;6.59;6.59;6.30;6.32;"26/08/2024 16:25";CET;60638;'389089.41;6.32;26/08/2024
"DESTINATION ITALIA";IT0005454027;DIT;"Euronext Growth Milan";EUR;'0.78;'0.78;'0.78;'0.78;"23/08/2024 12:24";CET;1500;1170.00;'0.78;26/08/2024
"DEUTSCHE BANK";DE0005140008;2DBK;"Trading After Hours";EUR;14.24;14.24;13.966;13.966;"29/07/2024 19:52";CET;200;2808.17;14.41;31/07/2024
"DEUTSCHE BANK";DE0005140008;4DBK;EuroTLX;EUR;12.916;12.916;12.916;12.916;"'08/08/2024 10:27";CET;150;1937.40;14.622;26/08/2024
"DEUTSCHE BANK";DE0005140008;1DBK;"Euronext Global Equity Market";EUR;14.59;14.662;14.59;14.626;"26/08/2024 16:44";CET;1406;20527.53;14.622;26/08/2024
"DEUTSCHE BOERSE";DE0005810055;4DB1;EuroTLX;EUR;195.85;195.85;195.85;195.85;"20/08/2024 16:22";CET;3;587.55;197.80;26/08/2024
"DEUTSCHE BOERSE";DE0005810055;2DB1;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"DEUTSCHE BOERSE";DE0005810055;1DB1;"Euronext Global Equity Market";EUR;197.50;197.50;197.50;197.50;"23/08/2024 10:17";CET;13;2567.50;197.80;26/08/2024
"DEUTSCHE EUROSHOP";DE0007480204;2DEQ;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"DEUTSCHE EUROSHOP";DE0007480204;1DEQ;"Euronext Global Equity Market";EUR;27.25;27.25;27.15;27.15;"16/08/2024 13:36";CET;70;1904.00;26.10;26/08/2024
"DEUTSCHE EUROSHOP";DE0007480204;4DEQ;EuroTLX;EUR;21.75;21.75;21.75;21.75;"21/06/2024 11:08";CET;15;326.25;26.10;26/08/2024
"DEUTSCHE LUFTHANSA";DE0008232125;1LHA;"Euronext Global Equity Market";EUR;5.708;5.714;5.658;5.714;"26/08/2024 17:35";CET;16315;92854.22;5.714;26/08/2024
"DEUTSCHE LUFTHANSA";DE0008232125;4LHA;EuroTLX;EUR;5.574;5.574;5.574;5.574;"16/08/2024 17:29";CET;1000;5574.00;5.694;26/08/2024
"DEUTSCHE LUFTHANSA";DE0008232125;2LHA;"Trading After Hours";EUR;5.682;5.682;5.682;5.682;"25/07/2024 19:02";CET;300;1704.60;5.79;31/07/2024
"DEUTSCHE POST";DE0005552004;2DHL;"Trading After Hours";EUR;41.00;41.00;41.00;41.00;"15/07/2024 19:09";CET;50;2050.00;41.18;31/07/2024
"DEUTSCHE POST";DE0005552004;1DHL;"Euronext Global Equity Market";EUR;39.43;39.43;39.43;39.43;"26/08/2024 09:00";CET;8;315.44;38.36;26/08/2024
"DEUTSCHE POST";DE0005552004;4DHL;EuroTLX;EUR;38.17;38.17;38.17;38.17;"20/08/2024 12:59";CET;40;1526.80;38.38;26/08/2024
"DEUTSCHE ROHSTOFF";DE000A0XYG76;1DR;"Euronext Global Equity Market";EUR;35.70;35.70;35.70;35.70;"'05/08/2024 12:22";CET;400;14280.00;37.20;26/08/2024
"DEUTSCHE ROHSTOFF";DE000A0XYG76;2DR;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"DEUTSCHE ROHSTOFF";DE000A0XYG76;4DR;EuroTLX;EUR;39.00;39.00;39.00;39.00;"30/07/2024 14:57";CET;13;507.00;37.30;26/08/2024
"DEUTSCHE TELEKOM";DE0005557508;1DTE;"Euronext Global Equity Market";EUR;25.14;25.25;25.14;25.20;"26/08/2024 17:25";CET;474;11946.43;25.21;26/08/2024
"DEUTSCHE TELEKOM";DE0005557508;2DTE;"Trading After Hours";EUR;24.46;24.46;24.46;24.46;"'04/07/2024 18:17";CET;60;1467.60;24.10;31/07/2024
"DEUTSCHE TELEKOM";DE0005557508;4DTE;EuroTLX;EUR;25.18;25.23;25.18;25.20;"26/08/2024 16:01";CET;1023;25797.29;25.23;26/08/2024
"DEUTSCHE WOHNEN";DE000A0HN5C6;1DWNI;"Euronext Global Equity Market";EUR;21.55;21.55;21.55;21.55;"26/08/2024 16:53";CET;200;4310.00;21.65;26/08/2024
"DEUTSCHE WOHNEN";DE000A0HN5C6;2DWNI;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"DEUTSCHE WOHNEN";DE000A0HN5C6;4DWNI;EuroTLX;EUR;21.35;21.35;21.35;21.35;"26/08/2024 17:23";CET;32;683.20;21.35;26/08/2024
DEUTZ;DE0006305006;4DEZ;EuroTLX;EUR;5.63;5.63;5.63;5.63;"25/06/2024 12:35";CET;93;523.59;4.724;26/08/2024
DEUTZ;DE0006305006;1DEZ;"Euronext Global Equity Market";EUR;4.65;4.65;4.65;4.65;"'07/08/2024 12:41";CET;80;372.00;4.722;26/08/2024
DEUTZ;DE0006305006;2DEZ;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
DEVERNOIS;FR0000060840;ALDEV;"Euronext Growth Paris";EUR;11.60;11.60;11.60;11.60;"14/08/2024 11:30";CET;1;11.60;11.60;26/08/2024
"DEVON ENERGY";US25179M1036;4DY6;EuroTLX;EUR;43.92;43.92;43.92;43.92;"13/06/2024 15:59";CET;7;307.44;40.385;26/08/2024
"DEVON ENERGY";US25179M1036;2DY6;"Trading After Hours";EUR;50.00;50.00;50.00;50.00;"10/04/2024 18:41";CET;120;6000.00;43.50;31/07/2024
"DEVON ENERGY";US25179M1036;1DY6;"Euronext Global Equity Market";EUR;40.20;40.20;40.20;40.20;"22/08/2024 10:54";CET;1;40.20;40.46;26/08/2024
DEXELANCE;IT0005543480;DEX;"Euronext Milan";EUR;10.00;10.26;10.00;10.04;"26/08/2024 17:35";CET;1613;16420.96;10.04;26/08/2024
"DEXIA HOLDING";BE0974290224;DEXB;"Euronext Expert Market";EUR;'0.30;'0.30;'0.30;'0.30;"29/12/2020 11:30";CET;1163;348.90;'0.30;26/08/2024
"DGB GROUP N.V.";NL0009169515;DGB;"Euronext Amsterdam";EUR;'0.624;'0.624;'0.61;'0.618;"26/08/2024 13:58";CET;939;581.52;'0.618;26/08/2024
DHH;IT0005203622;DHH;"Euronext Growth Milan";EUR;26.60;26.80;26.60;26.80;"26/08/2024 15:49";CET;21;560.80;26.80;26/08/2024
"DIAGNOSTIC MED BSA";FR001400IAQ8;DMSBS;"Euronext Growth Paris";EUR;'0.006;'0.006;'0.002;'0.002;"26/08/2024 12:57";CET;5046;10.10;'0.002;26/08/2024
"DIAGNOSTIC MEDICAL";FR0012202497;ALDMS;"Euronext Growth Paris";EUR;'0.918;'0.934;'0.918;'0.934;"26/08/2024 13:06";CET;605;555.40;'0.934;26/08/2024
DIASORIN;IT0003492391;2DIA;"Trading After Hours";EUR;98.90;98.90;98.50;98.80;"30/07/2024 19:58";CET;100;9877.40;101.00;31/07/2024
DIASORIN;IT0003492391;DIA;"Euronext Milan";EUR;102.55;102.70;102.00;102.20;"26/08/2024 17:35";CET;36816;'3767600.50;102.20;26/08/2024
"DIEGEM KENNEDYCERT";BE0003698124;DIEG;"Euronext Brussels";EUR;116.00;116.00;116.00;116.00;"26/08/2024 16:30";CET;30;3480.00;116.00;26/08/2024
"DIERK. ANTWERP.";BE0036367895;-;"Euronext Expert Market";EUR;126.00;126.00;126.00;126.00;"20/12/2022 11:30";CET;5;630.00;126.00;26/08/2024
"DIERKUNDE ANTW";BE0026342551;-;"Euronext Expert Market";EUR;270.00;270.00;270.00;270.00;"14/02/2023 11:30";CET;31;8370.00;270.00;26/08/2024
"DIGITAL BROS";IT0001469995;DIB;"Euronext Milan";EUR;9.82;10.04;9.82;10.02;"26/08/2024 17:35";CET;7914;78927.83;10.02;26/08/2024
"DIGITAL VALUE";IT0005347429;DGV;"Euronext Milan";EUR;49.80;50.00;49.25;49.80;"26/08/2024 17:35";CET;5823;'289308.20;49.80;26/08/2024
DIGITOUCH;IT0005089476;DGT;"Euronext Growth Milan";EUR;2.00;2.04;2.00;2.04;"23/08/2024 16:17";CET;2000;4040.00;2.04;26/08/2024
"DIRECTA SIM";IT0001463063;D;"Euronext Growth Milan";EUR;3.80;3.83;3.79;3.82;"26/08/2024 17:35";CET;44000;'167745.00;3.82;26/08/2024
"DIS ELET ADRIATICA";IT0005600249;DEA;"Euronext Growth Milan";EUR;8.36;8.50;8.36;8.50;"23/08/2024 15:04";CET;2800;23584.00;8.50;26/08/2024
"DISTRI-LAND CERT";BE0003605160;DISL;"Euronext Brussels";EUR;214.00;214.00;214.00;214.00;"'09/08/2024 11:30";CET;8;1712.00;214.00;26/08/2024
"DNB BANK";NO0010161896;DNB;"Oslo Børs";NOK;223.40;225.10;223.40;224.30;"26/08/2024 16:28";CET;678464;'152275401.20;224.30;26/08/2024
DNO;NO0003921009;DNO;"Oslo Børs";NOK;12.00;12.14;11.67;11.99;"26/08/2024 16:26";CET;3144866;'37363920.94;11.99;26/08/2024
DNXCORP;FR0010436584;ALDNX;"Euronext Growth Paris";EUR;19.95;19.95;19.60;19.70;"26/08/2024 17:13";CET;291;5723.05;19.70;26/08/2024
"DOCK.PETR.AMBES AM";FR0000065260;DPAM;"Euronext Paris";EUR;525.00;525.00;525.00;525.00;"23/08/2024 16:32";CET;5;2625.00;525.00;26/08/2024
"DOF GROUP";NO0012851874;DOFG;"Oslo Børs";NOK;99.90;103.60;99.40;103.20;"26/08/2024 16:25";CET;600957;'61542235.25;103.20;26/08/2024
DOLFINES;FR0014004QZ9;ALDOL;"Euronext Growth Paris";EUR;'0.0006;'0.0007;'0.0006;'0.0007;"26/08/2024 16:41";CET;'11888330;7185.33;'0.0007;26/08/2024
"DOLLAR GENERAL";US2566771059;2DGX;"Trading After Hours";EUR;122.50;122.50;122.50;122.50;"31/05/2024 19:34";CET;80;9800.00;111.00;31/07/2024
"DOLLAR GENERAL";US2566771059;4DGX;EuroTLX;EUR;108.00;108.00;108.00;108.00;"25/07/2024 14:44";CET;10;1080.00;111.40;26/08/2024
"DOLLAR GENERAL";US2566771059;1DGX;"Euronext Global Equity Market";EUR;111.54;111.54;111.54;111.54;"23/08/2024 16:24";CET;1;111.54;111.30;26/08/2024
"DOLPHIN DRILLING";NO0012595950;DDRIL;"Euronext Growth Oslo";NOK;4.22;4.295;4.21;4.295;"26/08/2024 15:06";CET;64308;'274869.17;4.295;26/08/2024
"DOMINION ENERGY";US25746U1097;2D;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"DOMINION ENERGY";US25746U1097;4D;EuroTLX;EUR;48.885;48.885;48.885;48.885;"'04/06/2024 11:51";CET;14;684.39;50.52;26/08/2024
"DOMINION ENERGY";US25746U1097;1D;"Euronext Global Equity Market";EUR;50.56;50.56;50.53;50.53;"26/08/2024 16:55";CET;210;10617.24;50.51;26/08/2024
"DONEGAL INVESTMENT";IE000TIRQBE1;DQ7A;"Euronext Growth Dublin";EUR;16.60;16.60;16.50;16.50;"14/08/2024 15:10";IST;318;5249.50;16.50;26/08/2024
DONTNOD;FR0013331212;ALDNE;"Euronext Growth Paris";EUR;1.84;1.975;1.835;1.92;"26/08/2024 17:35";CET;15636;29572.69;1.92;26/08/2024
DOORDASH;US25809K1051;1DASH;"Euronext Global Equity Market";EUR;-;-;-;-;-;CET;-;-;-;-
DOORDASH;US25809K1051;4DASH;EuroTLX;EUR;103.08;103.08;103.08;103.08;"'03/07/2024 09:00";CET;50;5154.00;116.06;26/08/2024
